HPV11REF	M14119	100.000	368	0	0	1	368	1	368	0.0	775
HPV11REF	M14119	100.000	368	0	0	375	742	1	368	0.0	775
HPV11REF	X00203	77.297	370	81	2	1	368	1	369	0.0	608
HPV11REF	X00203	77.297	370	81	2	375	742	1	369	0.0	608
HPV11REF	AF436130	65.013	383	118	3	1	368	1	382	3.16e-178	509
HPV11REF	AF436130	65.013	383	118	3	375	742	1	382	3.16e-178	509
HPV11REF	X62843	65.344	378	121	2	1	368	1	378	1.58e-169	487
HPV11REF	X62843	65.344	378	121	2	375	742	1	378	1.58e-169	487
HPV11REF	U31788	63.158	380	126	4	1	368	1	378	9.48e-166	477
HPV11REF	U31788	63.158	380	126	4	375	742	1	378	9.48e-166	477
HPV11REF	X62844	63.852	379	125	3	1	368	1	378	5.23e-164	473
HPV11REF	X62844	63.852	379	125	3	375	742	1	378	5.23e-164	473
HPV11REF	AF419318	53.887	373	159	8	1	364	1	369	5.29e-127	378
HPV11REF	AF419318	53.887	373	159	8	375	738	1	369	5.29e-127	378
HPV11REF	X74478	50.541	370	176	3	1	364	1	369	1.40e-122	366
HPV11REF	X74478	50.541	370	176	3	375	738	1	369	1.40e-122	366
HPV11REF	NC_001595	48.533	375	181	4	1	364	1	374	1.69e-117	353
HPV11REF	NC_001595	48.533	375	181	4	375	738	1	374	1.69e-117	353
HPV11REF	NC_001676	50.806	372	170	6	1	364	1	367	2.10e-116	350
HPV11REF	NC_001676	50.806	372	170	6	375	738	1	367	2.10e-116	350
HPV11REF	M73236	46.717	396	177	8	1	364	1	394	4.61e-113	343
HPV11REF	M73236	46.717	396	177	8	375	738	1	394	4.61e-113	343
HPV11REF	NC_001586	46.684	392	179	10	1	364	1	390	3.53e-111	338
HPV11REF	NC_001586	46.684	392	179	10	375	738	1	390	3.53e-111	338
HPV11REF	EF558838	48.108	370	179	7	374	738	6	367	2.69e-107	327
HPV11REF	EF558838	48.238	369	178	7	1	364	7	367	3.78e-107	326
HPV11REF	AJ620205	50.538	372	174	7	1	364	1	370	4.30e-107	326
HPV11REF	AJ620205	50.538	372	174	7	375	738	1	370	4.30e-107	326
HPV11REF	EF558842	48.485	363	182	3	2	364	7	364	8.49e-107	325
HPV11REF	EF558842	48.485	363	182	3	376	738	7	364	8.49e-107	325
HPV11REF	NC_001694	46.174	379	188	6	1	364	3	380	6.80e-103	316
HPV11REF	NC_001694	46.174	379	188	6	375	738	3	380	6.80e-103	316
HPV11REF	X94164	46.615	384	181	8	1	364	3	382	4.08e-101	311
HPV11REF	X94164	46.615	384	181	8	375	738	3	382	4.08e-101	311
HPV11REF	KT944080	44.474	371	189	6	374	738	1	360	7.07e-100	307
HPV11REF	KT944080	44.595	370	188	6	1	364	2	360	8.83e-100	307
HPV11REF	EU490515	43.666	371	194	6	374	738	1	362	2.40e-99	306
HPV11REF	EU490515	43.784	370	193	6	1	364	2	362	2.97e-99	305
