HPV11REF	M14119	100.000	150	0	0	1	150	1	150	7.07e-114	312
HPV11REF	X00203	81.333	150	28	0	1	150	1	150	1.24e-94	264
HPV11REF	X62843	71.333	150	43	0	1	150	1	150	1.01e-85	241
HPV11REF	U31788	73.333	150	40	0	1	150	1	150	1.95e-85	241
HPV11REF	AF436130	72.667	150	41	0	1	150	1	150	9.07e-85	239
HPV11REF	X62844	71.333	150	43	0	1	150	1	150	1.09e-84	239
HPV11REF	AJ620205	54.110	146	67	0	1	146	1	146	4.73e-61	179
HPV11REF	AF419318	54.795	146	66	0	1	146	1	146	1.06e-60	178
HPV11REF	X74478	56.944	144	62	0	3	146	2	145	1.47e-59	175
HPV11REF	NC_001595	56.250	144	63	0	3	146	2	145	3.45e-59	174
HPV11REF	DQ080082	53.237	139	65	0	12	150	10	148	9.95e-54	160
HPV11REF	NC_004104	53.957	139	64	0	12	150	10	148	8.86e-53	158
HPV11REF	AB040456	48.000	150	76	1	1	150	1	148	9.67e-53	158
HPV11REF	GU014532	50.758	132	65	0	16	147	14	145	3.14e-49	149
HPV11REF	NC_001676	48.201	139	72	0	3	141	4	142	2.03e-48	147
HPV11REF	M73236	47.333	150	79	0	1	150	1	150	3.53e-45	139
HPV11REF	EF558843	43.609	133	75	0	9	141	8	140	9.74e-45	137
HPV11REF	X74473	47.287	129	68	0	16	144	14	142	6.17e-44	135
HPV11REF	NC_012652	42.857	133	76	0	9	141	8	140	1.44e-43	134
HPV11REF	X55965	45.588	136	74	0	12	147	10	145	1.92e-43	134
HPV11REF	NC_001586	46.429	140	75	0	1	140	1	140	4.24e-43	133
HPV11REF	NC_001352	45.113	133	73	0	12	144	10	142	3.05e-42	131
HPV11REF	EF558841	39.552	134	81	0	10	143	9	142	1.80e-41	129
HPV11REF	DQ080079	42.963	135	77	0	13	147	14	148	2.63e-41	129
HPV11REF	EU490515	39.416	137	83	0	12	148	11	147	3.85e-41	128
HPV11REF	AB745694	42.748	131	75	0	16	146	14	144	3.89e-41	128
HPV11REF	KT944080	41.667	132	77	0	10	141	9	140	7.57e-41	128
HPV11REF	NC_001678	41.007	139	82	0	12	150	14	152	7.98e-41	128
HPV11REF	D90400	37.681	138	86	0	4	141	3	140	1.58e-40	127
HPV11REF	AF131950	40.000	145	87	0	2	146	3	147	2.38e-40	127
HPV11REF	EF558839	36.957	138	87	0	4	141	3	140	3.33e-40	126
HPV11REF	Y15175	45.385	130	71	0	16	145	14	143	4.46e-40	125
HPV11REF	X74481	36.232	138	88	0	4	141	3	140	4.51e-40	125
HPV11REF	M12732	35.714	140	90	0	4	143	3	142	8.10e-40	125
HPV11REF	M62849	42.222	135	78	0	13	147	14	148	3.84e-39	124
HPV11REF	X94165	37.956	137	85	0	5	141	5	141	6.86e-39	122
HPV11REF	U31784	43.077	130	74	0	16	145	14	143	8.72e-39	122
HPV11REF	X94164	41.549	142	83	0	9	150	7	148	1.33e-38	122
HPV11REF	NC_001576	40.288	139	83	0	6	144	4	142	2.20e-38	121
HPV11REF	U31783	42.636	129	74	0	16	144	12	140	2.24e-38	121
HPV11REF	AJ620209	38.571	140	86	0	6	145	4	143	2.48e-38	121
HPV11REF	JN709472	42.963	135	77	0	6	140	2	136	2.59e-38	123
HPV11REF	GQ227670	39.394	132	80	0	10	141	9	140	3.86e-38	120
HPV11REF	K02718	37.226	137	86	0	4	140	3	139	5.86e-38	120
HPV11REF	GQ246950	39.568	139	84	0	6	144	4	142	7.08e-38	120
HPV11REF	NC_001694	39.437	142	86	0	9	150	5	146	1.68e-37	119
HPV11REF	X74462	41.085	129	76	0	16	144	14	142	2.44e-37	119
HPV11REF	EU240895	44.444	135	75	0	6	140	2	136	2.61e-37	121
HPV11REF	U21941	38.168	131	81	0	13	143	14	144	3.70e-37	119
HPV11REF	FN547152	42.636	129	74	0	16	144	14	142	3.81e-37	118
