HPV16REF	K02718	100.000	650	0	0	1	650	1	650	0.0	1362
HPV16REF	K02718	100.000	650	0	0	657	1306	1	650	0.0	1362
HPV16REF	K02718	100.000	650	0	0	1313	1962	1	650	0.0	1362
HPV16REF	K02718	100.000	650	0	0	1969	2618	1	650	0.0	1362
HPV16REF	X74477	73.385	650	157	5	1	649	1	635	0.0	1006
HPV16REF	X74477	73.385	650	157	5	657	1305	1	635	0.0	1006
HPV16REF	X74477	73.385	650	157	5	1313	1961	1	635	0.0	1006
HPV16REF	X74477	73.385	650	157	5	1969	2617	1	635	0.0	1006
HPV16REF	J04353	75.422	651	138	4	1	650	1	630	0.0	991
HPV16REF	J04353	75.422	651	138	4	657	1306	1	630	0.0	991
HPV16REF	J04353	75.422	651	138	4	1313	1962	1	630	0.0	991
HPV16REF	J04353	75.422	651	138	4	1969	2618	1	630	0.0	991
HPV16REF	NC_012652	63.538	650	213	9	3	650	2	629	0.0	839
HPV16REF	NC_012652	63.538	650	213	9	659	1306	2	629	0.0	839
HPV16REF	NC_012652	63.538	650	213	9	1315	1962	2	629	0.0	839
HPV16REF	NC_012652	63.538	650	213	9	1971	2618	2	629	0.0	839
HPV16REF	X74481	61.077	650	247	3	1	649	1	645	0.0	837
HPV16REF	X74481	61.077	650	247	3	657	1305	1	645	0.0	837
HPV16REF	X74481	61.077	650	247	3	1313	1961	1	645	0.0	837
HPV16REF	X74481	61.077	650	247	3	1969	2617	1	645	0.0	837
HPV16REF	EF558843	63.538	650	213	8	3	650	2	629	0.0	829
HPV16REF	EF558843	63.538	650	213	8	659	1306	2	629	0.0	829
HPV16REF	EF558843	63.538	650	213	8	1315	1962	2	629	0.0	829
HPV16REF	EF558843	63.538	650	213	8	1971	2618	2	629	0.0	829
HPV16REF	X74479	60.122	657	242	6	1	650	1	644	0.0	828
HPV16REF	X74479	60.122	657	242	6	657	1306	1	644	0.0	828
HPV16REF	X74479	60.122	657	242	6	1313	1962	1	644	0.0	828
HPV16REF	X74479	60.122	657	242	6	1969	2618	1	644	0.0	828
HPV16REF	GQ227670	60.518	656	242	6	3	650	2	648	0.0	826
HPV16REF	GQ227670	60.518	656	242	6	659	1306	2	648	0.0	826
HPV16REF	GQ227670	60.518	656	242	6	1315	1962	2	648	0.0	826
HPV16REF	GQ227670	60.518	656	242	6	1971	2618	2	648	0.0	826
HPV16REF	EF558842	62.940	653	220	9	3	650	2	637	0.0	822
HPV16REF	EF558842	62.940	653	220	9	659	1306	2	637	0.0	822
